periodo,cole_area_ubicacion,cole_bilingue,cole_caracter,cole_cod_mcpio_ubicacion,cole_jornada,cole_mcpio_ubicacion,cole_naturaleza,cole_nombre_establecimiento,estu_privado_libertad,punt_ingles,punt_matematicas,punt_sociales_ciudadanas,punt_c_naturales,punt_lectura_critica,punt_global
20142,URBANO,N,TÉCNICO/ACADÉMICO,15469,COMPLETA,MONIQUIRA,OFICIAL,I.E. TECNICA ANTONIO NARIÑO,N,42.0,36.0,27.0,36.0,33.0,168.0
20152,URBANO,N,TÉCNICO/ACADÉMICO,15757,COMPLETA,SOCHA,OFICIAL,I.E. ESCUELA NORMAL SUPERIOR,N,44.0,42.0,53.0,42.0,45.0,227.0
20152,URBANO,N,ACADÉMICO,15176,TARDE,CHIQUINQUIRA,OFICIAL,I.E. JOSE JOAQUIN CASAS,N,53.0,63.0,62.0,61.0,53.0,296.0
20162,URBANO,N,TÉCNICO/ACADÉMICO,15442,COMPLETA,MARIPI,OFICIAL,I.E. JORGE ELIECER GAITAN,N,43.0,43.0,35.0,39.0,39.0,197.0
20142,RURAL,N,TÉCNICO,15491,MAÑANA,NOBSA,OFICIAL,I.E.T. DE NAZARETH,N,42.0,63.0,38.0,48.0,44.0,239.0
20194,URBANO,N,TÉCNICO,15368,COMPLETA,JERICÓ,OFICIAL,I.E. LOPEZ QUEVEDO,N,46.0,49.0,50.0,53.0,55.0,257.0
20162,URBANO,N,TÉCNICO/ACADÉMICO,15861,COMPLETA,VENTAQUEMADA,OFICIAL,I.E. FRANCISCO DE PAULA SANTANDER,N,50.0,60.0,43.0,55.0,52.0,261.0
20152,URBANO,N,TÉCNICO/ACADÉMICO,15001,MAÑANA,TUNJA,NO OFICIAL,COLEGIO CORPORACION SANTO DOMINGO,N,43.0,42.0,39.0,47.0,50.0,222.0
20152,RURAL,N,TÉCNICO/ACADÉMICO,15299,COMPLETA,GARAGOA,OFICIAL,I.E.T. SAN LUIS,N,40.0,62.0,52.0,51.0,43.0,255.0
20142,RURAL,N,TÉCNICO,15861,COMPLETA,VENTAQUEMADA,OFICIAL,IE SAN ANTONIO DE PADUA,N,59.0,61.0,53.0,60.0,54.0,286.0
20194,RURAL,S,ACADÉMICO,15204,COMPLETA,CÓMBITA,NO OFICIAL,COUNTRY BILINGUAL SCHOOL,N,83.0,65.0,64.0,71.0,65.0,338.0
20194,URBANO,N,TÉCNICO/ACADÉMICO,15764,UNICA,SORACÁ,OFICIAL,IE SIMON BOLIVAR,N,54.0,48.0,43.0,46.0,54.0,241.0
20152,URBANO,N,ACADÉMICO,15238,MAÑANA,DUITAMA,NO OFICIAL,INST. GESTION INFORMATICA Y GUIA ACADEMICA - GIGA,N,55.0,58.0,47.0,55.0,63.0,278.0
20162,URBANO,N,TÉCNICO/ACADÉMICO,15001,MAÑANA,TUNJA,OFICIAL,I.E ANTONIO JOSE SANDOVAL GOMEZ,N,47.0,54.0,54.0,52.0,63.0,277.0
20172,RURAL,N,TÉCNICO/ACADÉMICO,15469,UNICA,MONIQUIRA,OFICIAL,I.E. TECNICA ANTONIO NARIÑO,N,50.0,51.0,56.0,54.0,54.0,267.0
20162,URBANO,N,TÉCNICO/ACADÉMICO,15187,MAÑANA,CHIVATA,OFICIAL,I.E. AGROPECUARIO,N,51.0,48.0,49.0,47.0,41.0,233.0
20162,URBANO,N,TÉCNICO/ACADÉMICO,15759,MAÑANA,SOGAMOSO,OFICIAL,INSTITUCION EDUCATIVA LOS LIBERTADORES,N,54.0,59.0,46.0,58.0,56.0,274.0
20162,URBANO,N,TÉCNICO,15723,COMPLETA,SATIVASUR,OFICIAL,I.E. TECNICA SEÑOR DE LOS MILAGROS,N,44.0,40.0,41.0,47.0,38.0,208.0
20162,URBANO,N,TÉCNICO,15368,COMPLETA,JERICO,OFICIAL,I.E. LOPEZ QUEVEDO,N,35.0,40.0,37.0,42.0,49.0,208.0
20152,URBANO,N,TÉCNICO/ACADÉMICO,15183,COMPLETA,CHITA,OFICIAL,I.E. JOSE MARIA POTIER,N,59.0,30.0,24.0,35.0,46.0,178.0
20162,URBANO,N,TÉCNICO/ACADÉMICO,15759,MAÑANA,SOGAMOSO,OFICIAL,INSTITUCION EDUCATIVA INTEGRADO JOAQUIN GONZALEZ CAMARGO,N,52.0,41.0,35.0,45.0,46.0,213.0
20172,URBANO,N,ACADÉMICO,15759,MAÑANA,SOGAMOSO,NO OFICIAL,COLEGIO CIUDAD DEL SOL,N,41.0,60.0,47.0,49.0,52.0,256.0
20162,URBANO,N,TÉCNICO/ACADÉMICO,15759,MAÑANA,SOGAMOSO,OFICIAL,INSTITUCION EDUCATIVA POLITECNICO ALVARO GONZALEZ SANTANA,N,62.0,70.0,67.0,65.0,66.0,333.0
20172,URBANO,N,TÉCNICO/ACADÉMICO,15299,COMPLETA,GARAGOA,OFICIAL,I.E.T. SAN LUIS,N,42.0,54.0,47.0,49.0,54.0,252.0
20162,RURAL,N,ACADÉMICO,15572,MAÑANA,PUERTO BOYACA,OFICIAL,I.E. EL PRADO,N,41.0,45.0,51.0,50.0,52.0,244.0
20152,URBANO,N,TÉCNICO/ACADÉMICO,15223,MAÑANA,CUBARA,OFICIAL,I.E. TECNICA NACIONALIZADA PABLO VI,N,46.0,36.0,42.0,42.0,43.0,206.0
20162,URBANO,N,TÉCNICO,15185,MAÑANA,CHITARAQUE,OFICIAL,I.E. SAN PEDRO CLAVER,N,43.0,51.0,43.0,50.0,38.0,226.0
20142,URBANO,S,TÉCNICO/ACADÉMICO,15673,COMPLETA,SAN MATEO,OFICIAL,I.E. NORMAL SUPERIOR,N,45.0,38.0,39.0,47.0,33.0,198.0
20172,URBANO,N,TÉCNICO/ACADÉMICO,15759,TARDE,SOGAMOSO,OFICIAL,INSTITUCION EDUCATIVA TECNICO INDUSTRIAL GUSTAVO JIMENEZ,N,38.0,52.0,51.0,45.0,54.0,248.0
20152,URBANO,N,TÉCNICO/ACADÉMICO,15176,MAÑANA,CHIQUINQUIRA,OFICIAL,I.E. NORMAL SUPERIOR SOR JOSEFA DEL CASTILLO Y GUEVARA,N,52.0,38.0,46.0,48.0,43.0,222.0
20142,URBANO,N,TÉCNICO,15518,COMPLETA,PAJARITO,OFICIAL,I.E. AGROPECUARIA,N,45.0,36.0,44.0,52.0,48.0,225.0
20162,RURAL,N,ACADÉMICO,15542,COMPLETA,PESCA,OFICIAL,I.E. BUTAGÁ,N,43.0,52.0,58.0,49.0,40.0,248.0
20194,URBANO,N,TÉCNICO,15755,COMPLETA,SOCOTÁ,OFICIAL,IE TECNICA  FRANCISCO JOSE DE CALDAS,N,54.0,64.0,47.0,45.0,55.0,264.0
20194,URBANO,N,TÉCNICO/ACADÉMICO,15407,MAÑANA,VILLA DE LEYVA,OFICIAL,I.E. TEC Y ACAD ANTONIO NARIÑO,N,68.0,67.0,49.0,48.0,56.0,280.0
20194,URBANO,N,TÉCNICO/ACADÉMICO,15238,UNICA,DUITAMA,OFICIAL,COLEGIO GUILLERMO LEON VALENCIA,N,56.0,63.0,67.0,58.0,67.0,316.0
20152,URBANO,N,TÉCNICO/ACADÉMICO,15238,SABATINA,DUITAMA,OFICIAL,COLEGIO TECNICO MUNICIPAL SIMON BOLIVAR,N,37.0,44.0,42.0,47.0,48.0,223.0
20142,URBANO,NO REPORTADO,ACADÉMICO,15238,COMPLETA,DUITAMA,OFICIAL,INSTITUTO TECNICO NUEVA FAMILIA.,N,52.0,69.0,53.0,54.0,60.0,292.0
20201,URBANO,NO REPORTADO,ACADÉMICO,15001,MAÑANA,TUNJA,NO OFICIAL,COLEGIO INTEGRAL DE LOS ANDES,N,35.0,38.0,36.0,37.0,40.0,188.0
20172,URBANO,N,ACADÉMICO,15822,MAÑANA,TOTA,OFICIAL,IE JORGE ELIECER GAITAN,N,40.0,33.0,35.0,45.0,32.0,183.0
20194,URBANO,N,TÉCNICO/ACADÉMICO,15176,NOCHE,CHIQUINQUIRÁ,OFICIAL,I.E. TECNICA PIO ALBERTO FERRO PEÑA,N,27.0,51.0,40.0,47.0,49.0,226.0
20152,RURAL,S,ACADÉMICO,15491,COMPLETA,NOBSA,NO OFICIAL,I.E. SUAZAPAWA,N,74.0,84.0,64.0,74.0,61.0,355.0
20172,RURAL,N,TÉCNICO,15814,COMPLETA,TOCA,OFICIAL,I.E. TECNICA RAFAEL URIBE,N,42.0,36.0,36.0,44.0,46.0,203.0
20172,URBANO,N,NO APLICA,15238,SABATINA,DUITAMA,NO OFICIAL,COLEGIO NUESTRA SEÑORA DE GUADALUPE,N,47.0,35.0,41.0,43.0,46.0,208.0
20152,RURAL,N,TÉCNICO,15572,NOCHE,PUERTO BOYACA,OFICIAL,I.E.T. PUERTO SERVIEZ,N,43.0,46.0,36.0,34.0,38.0,194.0
20152,URBANO,N,TÉCNICO/ACADÉMICO,15001,MAÑANA,TUNJA,OFICIAL,ESCUELA NORMAL SUPERIOR SANTIAGO DE TUNJA,N,53.0,52.0,54.0,48.0,50.0,256.0
20142,URBANO,N,TÉCNICO,15522,COMPLETA,PANQUEBA,OFICIAL,I.E.T DE PANQUEBA,N,81.0,70.0,65.0,68.0,70.0,346.0
20194,URBANO,N,TÉCNICO/ACADÉMICO,15001,UNICA,TUNJA,OFICIAL,I.E ANTONIO JOSE SANDOVAL GOMEZ,N,71.0,59.0,71.0,56.0,75.0,328.0
20194,URBANO,S,ACADÉMICO,15638,MAÑANA,SÁCHICA,OFICIAL,I.E. NUEVA GENERACION,N,78.0,74.0,67.0,73.0,72.0,360.0
20152,URBANO,N,TÉCNICO/ACADÉMICO,15001,MAÑANA,TUNJA,OFICIAL,ESCUELA NORMAL SUPERIOR SANTIAGO DE TUNJA,N,80.0,68.0,74.0,65.0,85.0,368.0
20152,URBANO,N,TÉCNICO/ACADÉMICO,15087,COMPLETA,BELEN,OFICIAL,I.E. TECNICA SUSANA GUILLEMIN,N,50.0,62.0,54.0,57.0,57.0,285.0
20142,URBANO,N,TÉCNICO/ACADÉMICO,15753,COMPLETA,SOATA,OFICIAL,IE NORMAL SUPERIOR LA PRESENTACION,N,44.0,62.0,52.0,57.0,43.0,264.0
20194,URBANO,N,TÉCNICO/ACADÉMICO,15764,UNICA,SORACÁ,OFICIAL,IE SIMON BOLIVAR,N,46.0,46.0,35.0,50.0,44.0,220.0
20194,URBANO,N,ACADÉMICO,15001,COMPLETA,TUNJA,OFICIAL,COLEGIO DE BOYACA,N,73.0,74.0,69.0,62.0,70.0,345.0
20194,URBANO,N,TÉCNICO,15686,MAÑANA,SANTANA,OFICIAL,I.E. TECNICA ANTONIO RICAURTE,N,45.0,52.0,43.0,46.0,38.0,224.0
20162,RURAL,N,TÉCNICO/ACADÉMICO,15814,COMPLETA,TOCA,OFICIAL,I.E. PLINIO MENDOZA NEIRA,N,51.0,37.0,40.0,49.0,41.0,212.0
20194,URBANO,N,ACADÉMICO,15001,COMPLETA,TUNJA,OFICIAL,COLEGIO DE BOYACA,N,54.0,60.0,57.0,62.0,58.0,294.0
20194,URBANO,N,TÉCNICO/ACADÉMICO,15047,COMPLETA,AQUITANIA,OFICIAL,I.E. TECNICA RAMON IGNACIO AVELLA,N,46.0,51.0,44.0,57.0,54.0,255.0
20152,URBANO,N,TÉCNICO/ACADÉMICO,15238,COMPLETA,DUITAMA,OFICIAL,COLEGIO NACIONALIZADO LA PRESENTACION,N,71.0,87.0,63.0,62.0,63.0,345.0
20172,URBANO,N,ACADÉMICO,15646,MAÑANA,SAMACA,NO OFICIAL,COL SAGRADO CORAZON DE JESUS,N,67.0,77.0,68.0,67.0,66.0,347.0
20162,URBANO,N,TÉCNICO/ACADÉMICO,15759,MAÑANA,SOGAMOSO,NO OFICIAL,COLEGIO CELCO,N,67.0,63.0,61.0,63.0,67.0,320.0
20194,RURAL,N,TÉCNICO/ACADÉMICO,15469,UNICA,MONIQUIRÁ,OFICIAL,I.E. TECNICA ANTONIO NARIÑO,N,49.0,55.0,52.0,51.0,60.0,270.0
20172,URBANO,N,TÉCNICO,15842,COMPLETA,UMBITA,OFICIAL,I.E. TECNICA SAN IGNACIO,N,41.0,49.0,42.0,40.0,44.0,218.0
20172,URBANO,N,TÉCNICO/ACADÉMICO,15759,NOCHE,SOGAMOSO,OFICIAL,INSTITUCION EDUCATIVA MAGDALENA,N,40.0,38.0,36.0,39.0,48.0,201.0
20142,URBANO,N,TÉCNICO/ACADÉMICO,15001,MAÑANA,TUNJA,OFICIAL,ESCUELA NORMAL SUPERIOR SANTIAGO DE TUNJA,N,44.0,45.0,59.0,53.0,49.0,255.0
20162,URBANO,N,TÉCNICO/ACADÉMICO,15759,TARDE,SOGAMOSO,OFICIAL,INSTITUCION EDUCATIVA TECNICO INDUSTRIAL GUSTAVO JIMENEZ,N,49.0,64.0,53.0,55.0,57.0,284.0
20142,RURAL,N,TÉCNICO,15272,COMPLETA,FIRAVITOBA,OFICIAL,I.E. TECNICA AGROPECUARIA SAN ANTONIO,N,58.0,63.0,65.0,65.0,61.0,315.0
20142,URBANO,N,TÉCNICO,15001,MAÑANA,TUNJA,OFICIAL,INSTITUTO TECNICO GONZALO SUAREZ RENDON,N,49.0,56.0,59.0,49.0,48.0,263.0
20172,URBANO,NO REPORTADO,ACADÉMICO,15001,COMPLETA,TUNJA,NO OFICIAL,COL COOPTEBOY,N,47.0,46.0,44.0,42.0,53.0,232.0
20142,URBANO,N,TÉCNICO,15299,MAÑANA,GARAGOA,OFICIAL,I.E. MARCO AURELIO BERNAL,N,56.0,66.0,59.0,60.0,61.0,305.0
20194,URBANO,N,TÉCNICO/ACADÉMICO,15223,SABATINA,CUBARÁ,OFICIAL,I.E. TECNICA NACIONALIZADA PABLO VI,N,30.0,30.0,27.0,39.0,44.0,173.0
20194,URBANO,N,TÉCNICO/ACADÉMICO,15759,MAÑANA,SOGAMOSO,NO OFICIAL,COLEGIO COOPERATIVO REYES PATRIA,N,78.0,72.0,65.0,58.0,70.0,336.0
20194,URBANO,N,ACADÉMICO,15238,MAÑANA,DUITAMA,OFICIAL,COLEGIO BOYACA DE DUITAMA,N,24.0,44.0,32.0,27.0,35.0,168.0
20172,URBANO,N,TÉCNICO/ACADÉMICO,15759,MAÑANA,SOGAMOSO,OFICIAL,INSTITUCION EDUCATIVA TECNICO INDUSTRIAL GUSTAVO JIMENEZ,N,56.0,49.0,49.0,51.0,47.0,248.0
20142,URBANO,N,TÉCNICO/ACADÉMICO,15759,NOCHE,SOGAMOSO,OFICIAL,INSTITUCION EDUCATIVA MAGDALENA,N,45.0,53.0,56.0,50.0,44.0,252.0
20152,URBANO,N,TÉCNICO/ACADÉMICO,15759,MAÑANA,SOGAMOSO,OFICIAL,INSTITUCION EDUCATIVA MAGDALENA,N,44.0,47.0,47.0,52.0,44.0,236.0
20162,URBANO,N,ACADÉMICO,15759,COMPLETA,SOGAMOSO,NO OFICIAL,COLEGIO NUESTRA SEÑORA DEL ROSARIO,N,55.0,49.0,61.0,59.0,66.0,293.0
20162,URBANO,N,TÉCNICO/ACADÉMICO,15494,COMPLETA,NUEVO COLON,OFICIAL,I.E. NUESTRA SEÑORA DE LA ANTIGUA,N,35.0,54.0,57.0,57.0,60.0,277.0
20152,URBANO,N,TÉCNICO/ACADÉMICO,15757,COMPLETA,SOCHA,OFICIAL,I.E. TECNICA PEDRO JOSE SARMIENTO,N,46.0,49.0,50.0,47.0,51.0,245.0
20152,URBANO,N,ACADÉMICO,15001,COMPLETA,TUNJA,NO OFICIAL,COLEGIO LOS ÁNGELES,N,76.0,84.0,76.0,74.0,61.0,370.0
20152,URBANO,N,ACADÉMICO,15822,MAÑANA,TOTA,OFICIAL,IE JORGE ELIECER GAITAN,N,53.0,55.0,46.0,47.0,40.0,237.0
20194,URBANO,N,TÉCNICO/ACADÉMICO,15238,UNICA,DUITAMA,OFICIAL,COLEGIO NACIONALIZADO LA PRESENTACION,N,61.0,68.0,62.0,68.0,64.0,326.0
20194,URBANO,N,TÉCNICO/ACADÉMICO,15599,COMPLETA,RAMIRIQUÍ,OFICIAL,I.E. TECNICA JOSE IGNACIO DE MARQUEZ,N,51.0,63.0,58.0,62.0,55.0,294.0
20194,RURAL,N,TÉCNICO,15272,COMPLETA,FIRAVITOBA,OFICIAL,I.E. TECNICA AGROPECUARIA SAN ANTONIO,N,54.0,69.0,52.0,70.0,49.0,298.0
20172,RURAL,N,ACADÉMICO,15837,MAÑANA,TUTA,OFICIAL,IE SAN NICOLAS,N,42.0,46.0,41.0,49.0,53.0,234.0
20162,RURAL,N,TÉCNICO/ACADÉMICO,15806,COMPLETA,TIBASOSA,OFICIAL,IE TECNICO INDUSTRIAL,N,57.0,59.0,55.0,55.0,53.0,279.0
20194,URBANO,NO REPORTADO,NO REPORTADO,15001,UNICA,TUNJA,NO OFICIAL,GIMNASIO AGUSTINIANO DE TUNJA,N,59.0,65.0,60.0,61.0,40.0,283.0
20194,URBANO,N,TÉCNICO,15580,COMPLETA,QUÍPAMA,OFICIAL,I.E. TÉCNICA NSTRA SRA DE LA PAZ,N,32.0,52.0,31.0,38.0,37.0,195.0
20152,URBANO,N,TÉCNICO/ACADÉMICO,15176,MAÑANA,CHIQUINQUIRA,OFICIAL,I.E.T. COMERCIAL SAGRADO CORAZON DE JESUS,N,58.0,82.0,46.0,56.0,57.0,300.0
20152,URBANO,N,TÉCNICO/ACADÉMICO,15681,COMPLETA,SAN PABLO DE BORBUR,OFICIAL,I.E. PABLO VALETTE,N,43.0,37.0,28.0,45.0,35.0,184.0
20152,URBANO,N,TÉCNICO,15835,COMPLETA,TURMEQUE,OFICIAL,IE DIEGO DE TORRES,N,44.0,49.0,46.0,46.0,53.0,241.0
20152,URBANO,N,ACADÉMICO,15109,COMPLETA,BUENAVISTA,OFICIAL,I.E. JOSE MARIA SILVA SALAZAR,N,46.0,49.0,31.0,47.0,43.0,214.0
20152,RURAL,N,TÉCNICO/ACADÉMICO,15135,COMPLETA,CAMPOHERMOSO,OFICIAL,I.E. MARIA AUXILIADORA,N,49.0,52.0,46.0,42.0,57.0,246.0
20162,URBANO,N,ACADÉMICO,15109,COMPLETA,BUENAVISTA,OFICIAL,I.E. JOSE MARIA SILVA SALAZAR,N,54.0,45.0,44.0,49.0,54.0,242.0
20162,RURAL,N,TÉCNICO/ACADÉMICO,15806,COMPLETA,TIBASOSA,OFICIAL,IE TECNICO INDUSTRIAL,N,47.0,63.0,47.0,57.0,51.0,268.0
20152,URBANO,N,TÉCNICO/ACADÉMICO,15759,MAÑANA,SOGAMOSO,OFICIAL,INSTITUCION EDUCATIVA INTEGRADO JOAQUIN GONZALEZ CAMARGO,N,43.0,47.0,48.0,44.0,48.0,232.0
20142,URBANO,N,TÉCNICO/ACADÉMICO,15238,COMPLETA,DUITAMA,OFICIAL,COLEGIO NACIONALIZADO LA PRESENTACION,N,59.0,55.0,59.0,63.0,60.0,296.0
20172,URBANO,N,ACADÉMICO,15542,COMPLETA,PESCA,OFICIAL,I.E. INDALECIO VASQUEZ,N,50.0,46.0,42.0,49.0,41.0,225.0
20194,URBANO,N,TÉCNICO/ACADÉMICO,15001,UNICA,TUNJA,OFICIAL,GUSTAVO ROJAS PINILLA.,N,51.0,39.0,41.0,49.0,47.0,223.0
20152,URBANO,N,TÉCNICO/ACADÉMICO,15759,MAÑANA,SOGAMOSO,OFICIAL,INSTITUCION EDUCATIVA POLITECNICO ALVARO GONZALEZ SANTANA,N,54.0,74.0,59.0,65.0,56.0,314.0
20162,URBANO,N,TÉCNICO/ACADÉMICO,15759,MAÑANA,SOGAMOSO,OFICIAL,INSTITUCION EDUCATIVA TECNICO INDUSTRIAL GUSTAVO JIMENEZ,N,75.0,69.0,68.0,77.0,73.0,360.0
20172,RURAL,N,ACADÉMICO,15183,COMPLETA,CHITA,OFICIAL,I.E. EL MORAL,N,48.0,46.0,40.0,49.0,41.0,222.0
20172,URBANO,N,ACADÉMICO,15238,MAÑANA,DUITAMA,NO OFICIAL,INST. GESTION INFORMATICA Y GUIA ACADEMICA - GIGA,N,55.0,60.0,57.0,55.0,59.0,288.0
20152,RURAL,N,ACADÉMICO,15861,COMPLETA,VENTAQUEMADA,OFICIAL,IE PANAMERICANO PUENTE BOYACA,N,55.0,67.0,60.0,62.0,47.0,293.0
20162,URBANO,NO REPORTADO,TÉCNICO,15001,COMPLETA,TUNJA,NO OFICIAL,COLEGIO CRISTIANO FILADELFIA,N,50.0,60.0,65.0,57.0,61.0,299.0
20172,URBANO,N,TÉCNICO,15464,COMPLETA,MONGUA,OFICIAL,I.E.T. LISANDRO CELY,N,41.0,43.0,49.0,57.0,48.0,243.0
20152,URBANO,N,TÉCNICO/ACADÉMICO,15599,NOCHE,RAMIRIQUI,OFICIAL,I.E. TECNICA JOSE IGNACIO DE MARQUEZ,N,41.0,39.0,24.0,32.0,41.0,173.0
20194,RURAL,NO REPORTADO,ACADÉMICO,15516,MAÑANA,PAIPA,OFICIAL,I.E. RAFAEL BAYONA NIÑO,N,48.0,62.0,66.0,61.0,55.0,300.0
20142,URBANO,N,TÉCNICO,15176,MAÑANA,CHIQUINQUIRA,NO OFICIAL,COLEGIO DE EDUCACION BASICA Y MEDIA TECNICA NUESTRA SEÑORA DE NAZARETH,N,61.0,52.0,53.0,54.0,50.0,265.0
20194,URBANO,N,TÉCNICO/ACADÉMICO,15599,COMPLETA,RAMIRIQUÍ,OFICIAL,I.E. TECNICA JOSE IGNACIO DE MARQUEZ,N,39.0,54.0,34.0,49.0,43.0,223.0
20172,URBANO,N,TÉCNICO,15522,COMPLETA,PANQUEBA,OFICIAL,I.E.T DE PANQUEBA,N,44.0,40.0,40.0,46.0,48.0,218.0
20172,URBANO,N,TÉCNICO/ACADÉMICO,15759,MAÑANA,SOGAMOSO,OFICIAL,INSTITUCION EDUCATIVA POLITECNICO ALVARO GONZALEZ SANTANA,N,55.0,58.0,59.0,62.0,69.0,307.0
20194,URBANO,N,TÉCNICO/ACADÉMICO,15599,COMPLETA,RAMIRIQUÍ,OFICIAL,I.E. TECNICA JOSE IGNACIO DE MARQUEZ,N,46.0,42.0,49.0,58.0,45.0,242.0
20142,URBANO,N,ACADÉMICO,15759,COMPLETA,SOGAMOSO,NO OFICIAL,LICEO DE LA PRESENTACION,N,54.0,56.0,58.0,60.0,55.0,285.0
20142,URBANO,N,TÉCNICO/ACADÉMICO,15047,COMPLETA,AQUITANIA,OFICIAL,I.E. TECNICA RAMON IGNACIO AVELLA,N,52.0,49.0,54.0,58.0,52.0,266.0
20172,URBANO,N,ACADÉMICO,15176,COMPLETA,CHIQUINQUIRA,NO OFICIAL,COLEGIO NUESTRA SEÑORA DEL ROSARIO,N,55.0,62.0,55.0,59.0,61.0,295.0
20152,URBANO,N,ACADÉMICO,15572,MAÑANA,PUERTO BOYACA,OFICIAL,IE SAN PEDRO CLAVER,N,44.0,60.0,47.0,50.0,46.0,251.0
20142,URBANO,N,TÉCNICO/ACADÉMICO,15837,COMPLETA,TUTA,OFICIAL,I.E. TÉCNICA CHICAMOCHA,N,44.0,45.0,27.0,49.0,33.0,195.0
20172,RURAL,NO REPORTADO,TÉCNICO,15464,COMPLETA,MONGUA,OFICIAL,I.E. TUNJUELO,N,65.0,58.0,55.0,54.0,52.0,278.0
20152,URBANO,N,ACADÉMICO,15238,COMPLETA,DUITAMA,NO OFICIAL,COLEGIO LA PRESENTACIÓN,N,53.0,45.0,52.0,50.0,47.0,244.0
20162,URBANO,NO REPORTADO,ACADÉMICO,15001,MAÑANA,TUNJA,NO OFICIAL,COLEGIO INTEGRAL DE LOS ANDES,N,66.0,68.0,60.0,67.0,73.0,335.0
20194,URBANO,N,ACADÉMICO,15380,COMPLETA,LA CAPILLA,OFICIAL,I.E. LA CANDELARIA,N,52.0,61.0,65.0,58.0,61.0,303.0
20152,URBANO,N,ACADÉMICO,15238,MAÑANA,DUITAMA,OFICIAL,COLEGIO BOYACA DE DUITAMA,N,53.0,46.0,46.0,44.0,50.0,235.0
20162,URBANO,N,TÉCNICO,15759,TARDE,SOGAMOSO,NO OFICIAL,COLEGIO SUAMOX,N,32.0,41.0,42.0,51.0,42.0,216.0
20142,URBANO,N,TÉCNICO,15051,COMPLETA,ARCABUCO,OFICIAL,I.E.T. ALEJANDRO DE HUMBOLDT,N,44.0,61.0,54.0,56.0,60.0,283.0
20194,URBANO,N,TÉCNICO/ACADÉMICO,15469,COMPLETA,MONIQUIRÁ,OFICIAL,I.E. TECNICA ANTONIO NARIÑO,N,47.0,53.0,48.0,47.0,51.0,248.0
20194,RURAL,N,TÉCNICO/ACADÉMICO,15238,MAÑANA,DUITAMA,OFICIAL,INSTITUTO TECNICO JOSE MIGUEL SILVA PLAZAS,N,31.0,61.0,42.0,58.0,57.0,263.0
20152,URBANO,NO REPORTADO,ACADÉMICO,15238,COMPLETA,DUITAMA,OFICIAL,INSTITUTO TECNICO NUEVA FAMILIA.,N,44.0,57.0,54.0,60.0,60.0,283.0
20152,URBANO,N,TÉCNICO,15522,COMPLETA,PANQUEBA,OFICIAL,I.E.T DE PANQUEBA,N,41.0,49.0,52.0,41.0,46.0,233.0
20162,URBANO,N,TÉCNICO,15236,SABATINA,CHIVOR,OFICIAL,I.E.T. AGROPECUARIO LA ESMERALDA,N,51.0,56.0,56.0,58.0,49.0,273.0
20152,URBANO,N,ACADÉMICO,15759,COMPLETA,SOGAMOSO,NO OFICIAL,LICEO DE LA PRESENTACION,N,50.0,58.0,52.0,58.0,49.0,270.0
20142,URBANO,N,TÉCNICO/ACADÉMICO,15469,COMPLETA,MONIQUIRA,OFICIAL,I.E. TECNICA ANTONIO NARIÑO,N,48.0,41.0,53.0,47.0,54.0,243.0
20152,URBANO,N,TÉCNICO,15001,MAÑANA,TUNJA,OFICIAL,INSTITUTO TECNICO GONZALO SUAREZ RENDON,N,57.0,49.0,65.0,62.0,71.0,307.0
20162,URBANO,N,TÉCNICO/ACADÉMICO,15861,COMPLETA,VENTAQUEMADA,OFICIAL,I.E. FRANCISCO DE PAULA SANTANDER,N,63.0,81.0,67.0,65.0,72.0,352.0
20142,URBANO,NO REPORTADO,ACADÉMICO,15759,COMPLETA,SOGAMOSO,NO OFICIAL,CENTRO DE DESARROLLO HUMANO  CEDHU,N,77.0,66.0,71.0,60.0,72.0,340.0
20142,URBANO,N,ACADÉMICO,15238,COMPLETA,DUITAMA,NO OFICIAL,COLEGIO SALESIANO,N,60.0,58.0,62.0,57.0,63.0,300.0
20194,URBANO,N,ACADÉMICO,15238,COMPLETA,DUITAMA,NO OFICIAL,COLEGIO LA PRESENTACIÓN,N,59.0,57.0,51.0,58.0,48.0,270.0
20194,URBANO,N,ACADÉMICO,15759,SABATINA,SOGAMOSO,NO OFICIAL,INSTITUCION EDUCATIVA ANTONIO NARIÑO,N,54.0,55.0,56.0,56.0,53.0,275.0
20142,URBANO,N,ACADÉMICO,15001,COMPLETA,TUNJA,NO OFICIAL,COLEGIO SALESIANO MALDONADO,N,69.0,72.0,75.0,69.0,67.0,353.0
20172,URBANO,N,TÉCNICO/ACADÉMICO,15759,MAÑANA,SOGAMOSO,OFICIAL,INSTITUCION EDUCATIVA POLITECNICO ALVARO GONZALEZ SANTANA,N,49.0,53.0,63.0,59.0,58.0,288.0
20172,URBANO,N,TÉCNICO/ACADÉMICO,15001,MAÑANA,TUNJA,OFICIAL,ESCUELA NORMAL SUPERIOR SANTIAGO DE TUNJA,N,53.0,63.0,56.0,60.0,55.0,290.0
20172,URBANO,N,ACADÉMICO,15001,COMPLETA,TUNJA,NO OFICIAL,COLEGIO SALESIANO MALDONADO,N,58.0,65.0,62.0,60.0,70.0,319.0
